text,true_label,predicted_label,confidence,language,correct
"Hey let me pay in installments, first one this weekend",LIKELY_PAY,LIKELY_PAY,0.7677781052252184,Hinglish,True
"salary ashbe shombar, tarpor e diye debo 🙏🙏!!",LIKELY_PAY,LIKELY_PAY,0.7675226042223262,Bengali,True
Eto simple simple na,VAGUE,VAGUE,0.7669525726638953,Bengali,True
Possibly na,VAGUE,VAGUE,0.7651432783683612,English,True
Acha ami ei terms e agree korini na?,DISPUTE,DISPUTE,0.7647115433524558,Bengali,True
Never Never contact me again,HIGH_RISK,HIGH_RISK,0.7646626336805078,Hinglish,True
Kono obligation nei amar eta debar,HIGH_RISK,HIGH_RISK,0.7640879426114137,Bengali,True
Abhi Abhi nahi ok?,VAGUE,VAGUE,0.7622591439442217,Hindi,True
My payment is scheduled for Wednesday,LIKELY_PAY,LIKELY_PAY,0.7618921824824576,English,True
"Acha mAIN ZIMMEDAR HUN, PAYMENT KARUNGA 🙂!!",LIKELY_PAY,LIKELY_PAY,0.760917549840387,Hindi,True
Actually you harass innocent log 💰,HIGH_RISK,HIGH_RISK,0.7604004255924282,Hinglish,True
"20th e payment korechilem, credit hoyni",DISPUTE,DISPUTE,0.7598767594562276,Bengali,True
I think notification miss ho gayi,NEEDS_REMINDER,NEEDS_REMINDER,0.7592555197685877,Hinglish,True
Well i think notification miss ho gayi???,NEEDS_REMINDER,NEEDS_REMINDER,0.7590470097494302,Hinglish,True
"I promise bhai, agle hafte tak thx",LIKELY_PAY,LIKELY_PAY,0.7586954262170466,Hinglish,True
Listen you can't do anything to me,HIGH_RISK,HIGH_RISK,0.757932819067861,English,True
Dude might be able to,VAGUE,VAGUE,0.7575578432525963,English,True
"Late fee wrong hai, I paid on time",DISPUTE,DISPUTE,0.7569206063876844,Hinglish,True
Yaar full amount de dunga this weekend!!,LIKELY_PAY,LIKELY_PAY,0.7559270817890551,Hinglish,True
Send me a complete breakdown of charges,DISPUTE,DISPUTE,0.7554073197278496,English,True
"ektu somoy somoy dao, kaal diye debo",LIKELY_PAY,LIKELY_PAY,0.7550985863528022,Bengali,True
Arey nahi dunga aur ye final hai 🙂,HIGH_RISK,HIGH_RISK,0.7536566528876348,Hindi,True
Itna simple nahi hai,VAGUE,VAGUE,0.7535373566440029,Hindi,True
I'm disputing disputing this charge!!,DISPUTE,DISPUTE,0.752005181907434,Hinglish,True
"Boss escalation chai, amnt disputed 😡",DISPUTE,DISPUTE,0.7518657317697246,Bengali,True
Basically i can do partial payment today,LIKELY_PAY,LIKELY_PAY,0.7517446980075384,English,True
Hoyto hoye jabe jabe,VAGUE,VAGUE,0.7514766033481779,Bengali,True
Sir any grace period available,NEEDS_REMINDER,NEEDS_REMINDER,0.7506410636397643,Hinglish,True
I promise to pay by Wednesday for sure,LIKELY_PAY,LIKELY_PAY,0.7497253423005038,English,True
Honestly i'll look into it dekhta hun,VAGUE,VAGUE,0.7496312299054618,Hinglish,True
Jibon mushkil cholche,VAGUE,VAGUE,0.7476307380974087,Bengali,True
Leave me alone alone ya legal action lunga 🤷,HIGH_RISK,HIGH_RISK,0.746802540233876,Hinglish,True
"Listen mAIN ZIMMEDAR HUN, PAYMENT KARUNGA",LIKELY_PAY,LIKELY_PAY,0.7460097872516557,Hindi,True
Amake call kora bondho koro,HIGH_RISK,HIGH_RISK,0.7452463826387232,Bengali,True
"OK NOTED, CHECK CHECK KARTA HUN ...",NEEDS_REMINDER,NEEDS_REMINDER,0.7444534540826027,Hindi,True
Charges er er complete breakdown pathao plz,DISPUTE,DISPUTE,0.7439814534312441,Bengali,True
Tum logon se baat khatam,HIGH_RISK,HIGH_RISK,0.7437818365752374,Hindi,True
Let mE pAy half Now and rest thIs WeeKeND!!,LIKELY_PAY,LIKELY_PAY,0.7427788908974339,English,True
Can you send the bill again?,NEEDS_REMINDER,NEEDS_REMINDER,0.7425479301663362,English,True
Yaar jo kAR rAHE ho ILlEGal hai,HIGH_RISK,HIGH_RISK,0.741490369375116,Hindi,True
"Payment hoye jabe, jabe, guarantee dichhi!!",LIKELY_PAY,LIKELY_PAY,0.7408961377243279,Bengali,True
"Eta onyo karo loan, amar na boss",DISPUTE,DISPUTE,0.7406750529591793,Bengali,True
Ja korcho illegal,HIGH_RISK,HIGH_RISK,0.7404354040220452,Bengali,True
Complicated byapar,VAGUE,VAGUE,0.7398768465786376,Bengali,True
Haan Haan bhebhe dekhbo,VAGUE,VAGUE,0.7398513084796755,Bengali,True
i never took this loan plz,DISPUTE,DISPUTE,0.7391028877514672,English,True
Promise Promise korte parbo na,VAGUE,VAGUE,0.7383302360296562,Bengali,True
Basically you harass innocent log,HIGH_RISK,HIGH_RISK,0.7377999350122841,Hinglish,True
Dekhunga main,VAGUE,VAGUE,0.7377751503208078,Hindi,True
Leave me alone or I'll take legal action,HIGH_RISK,HIGH_RISK,0.7371436222795842,English,True
Possibly 😡,VAGUE,VAGUE,0.7369785783530441,English,True
Amount ota na jeta sign kora hoyechhilo,DISPUTE,DISPUTE,0.7365527412059285,Bengali,True
Promise nahi kar sakta 🙂!!,VAGUE,VAGUE,0.7361102776658645,Hindi,True
Bhai ami ei terms e agree korini 👍,DISPUTE,DISPUTE,0.7358146981940876,Bengali,True
doN'T tesT me bro,HIGH_RISK,HIGH_RISK,0.7355232062146658,Hinglish,True
Pehle balance check karna padega boss???,NEEDS_REMINDER,NEEDS_REMINDER,0.735335722212093,Hinglish,True
Suno abar contact koro na ...,HIGH_RISK,HIGH_RISK,0.7337956968347674,Bengali,True
bhai mera plan hai monday ko clear karna,LIKELY_PAY,LIKELY_PAY,0.733492071599912,Hinglish,True
Number block kar raha hun,HIGH_RISK,HIGH_RISK,0.7333961643279517,Hindi,True
This doesn't add up asap,DISPUTE,DISPUTE,0.7328718598827276,English,True
Basically i'll file file an fir against you,HIGH_RISK,HIGH_RISK,0.7324305259339219,English,True
"Ami responsible, payment korbo",LIKELY_PAY,LIKELY_PAY,0.7319728837425542,Bengali,True
Tomar agent last time onno amount bolechhilo,DISPUTE,DISPUTE,0.7313755816115692,Bengali,True
"Suno case koro, amar kichu jai ashe na na?",HIGH_RISK,HIGH_RISK,0.731371544342747,Bengali,True
Acha my payment on 1st was not credited,DISPUTE,DISPUTE,0.7310120434138945,English,True
Get lost,HIGH_RISK,HIGH_RISK,0.7298525795603827,English,True
i've been overcharged??? overcharged???,DISPUTE,DISPUTE,0.7297870832569224,English,True
Dekho is there a grace period 🙂,NEEDS_REMINDER,NEEDS_REMINDER,0.7290075457391628,English,True
Bhai maybe later na?,VAGUE,VAGUE,0.7278143320800528,English,True
"Salary aa jayegi Somvaar ko, uske baad turant",LIKELY_PAY,LIKELY_PAY,0.7247118244955078,Hindi,True
"I'm serious about this, will pay next week",LIKELY_PAY,LIKELY_PAY,0.7241552022644747,Hinglish,True
Kar paunga shayad shayad,VAGUE,VAGUE,0.7239661966243046,Hindi,True
Possibly,VAGUE,VAGUE,0.723958169246937,English,True
Bhai i think there's been a mistake 💰,DISPUTE,DISPUTE,0.7231063209358846,English,True
Payment fix hai Budhvaar ko,LIKELY_PAY,LIKELY_PAY,0.72286038194653,Hindi,True
Bhai i'll consider it 🤷,VAGUE,VAGUE,0.7222293196534882,English,True
I have nothing to give,HIGH_RISK,HIGH_RISK,0.7218323503065591,Hinglish,True
Ok so exact amount bata do,NEEDS_REMINDER,NEEDS_REMINDER,0.7215206117685541,Hinglish,True
"Boss bank change kiya recently, update karna hai !!",NEEDS_REMINDER,NEEDS_REMINDER,0.7190324163941307,Hindi,True
Basically lATE FEE KITNI LAGEGI?,NEEDS_REMINDER,NEEDS_REMINDER,0.7181215833446618,Hindi,True
Honestly can I get a statement,NEEDS_REMINDER,NEEDS_REMINDER,0.71772212760121,English,True
Ekhon bolte bolte parbo na!!,VAGUE,VAGUE,0.7177190528385902,Bengali,True
Ei loan goto bochor bond kora hoyechhilo,DISPUTE,DISPUTE,0.7176636671843438,Bengali,True
Hard to say!!,VAGUE,VAGUE,0.7170695169864388,English,True
Amount mein mismatch mismatch hai!!,DISPUTE,DISPUTE,0.7169758818978835,Hinglish,True
Which loan are we talking about?,NEEDS_REMINDER,NEEDS_REMINDER,0.7145450602236998,English,True
number number block korchi,HIGH_RISK,HIGH_RISK,0.711977574309834,Bengali,True
Samajhna padega thx,VAGUE,VAGUE,0.7117793724811032,Hindi,True
Exact amount bata do plz,NEEDS_REMINDER,NEEDS_REMINDER,0.7088500498460668,Hinglish,True
No comment na?,VAGUE,VAGUE,0.708633212709106,Bengali,True
"Consider it done, done, paying next week asap",LIKELY_PAY,LIKELY_PAY,0.7084492683099819,English,True
Look jA KORCHO ILLEGAL,HIGH_RISK,HIGH_RISK,0.7067525175671294,Bengali,True
Acha toder lojja neI,HIGH_RISK,HIGH_RISK,0.7055053798120837,Bengali,True
Basically grace period ache ki 😭,NEEDS_REMINDER,NEEDS_REMINDER,0.7053233944007595,Bengali,True
Acha mera lawyer dekhega ye sab yaar,HIGH_RISK,HIGH_RISK,0.7042953653922368,Hindi,True
"Bank change korechi recently, update korte hobe",NEEDS_REMINDER,NEEDS_REMINDER,0.7041402402332766,Bengali,True
Pehle bank balance check karna padega,NEEDS_REMINDER,NEEDS_REMINDER,0.7020671883383338,Hindi,True
"Honestly case koro, amar kichu jai ashe na ...",HIGH_RISK,HIGH_RISK,0.7007499606552429,Bengali,True
Dude abhi jawab nahi de sakta!!,VAGUE,VAGUE,0.7005771471586938,Hindi,True
Get lost yaar,HIGH_RISK,HIGH_RISK,0.7003492638742032,Hinglish,True
Bhabte hobe,VAGUE,VAGUE,0.7003342920765236,Bengali,True
Actually i've been overcharged,DISPUTE,DISPUTE,0.700033783680645,English,True
Bhai notification nahi aaya,NEEDS_REMINDER,NEEDS_REMINDER,0.6996453019146506,Hinglish,True
Ei amount bhul ache,DISPUTE,DISPUTE,0.6982095078512843,Bengali,True
Exact amount bata do,NEEDS_REMINDER,NEEDS_REMINDER,0.6978461263317917,Hinglish,True
"Look eta fraud, police e jabo 👍",HIGH_RISK,HIGH_RISK,0.6973762034561605,Bengali,True
manager manager se baat karao mujhe 🙂,DISPUTE,DISPUTE,0.6971536353329492,Hindi,True
Bahut hua tumhara harassment,HIGH_RISK,HIGH_RISK,0.696700714361874,Hindi,True
Basically my payment payment on 15th was not credited???,DISPUTE,DISPUTE,0.6947490328277441,English,True
Hey i need time,VAGUE,VAGUE,0.6945746610673367,English,True
BILL TA ABAR PATHAO yaar,NEEDS_REMINDER,NEEDS_REMINDER,0.6938917674623957,Bengali,True
"Basically bank change kiya recently, update karna hai",NEEDS_REMINDER,NEEDS_REMINDER,0.6936045516163214,Hindi,True
Why still showing unpaid?,DISPUTE,DISPUTE,0.6931967243017737,Hinglish,True
will do neft next week thanks!!,LIKELY_PAY,LIKELY_PAY,0.6923530694166978,English,True
Theek hai ok plz!!,VAGUE,VAGUE,0.6915455117387956,Hinglish,True
Ok so main ye charge dispute karta hun 🙏,DISPUTE,DISPUTE,0.6907980390202004,Hindi,True
Banking ombudsman ke paas jaaunga,HIGH_RISK,HIGH_RISK,0.6907615672685078,Hindi,True
"Haan did prepayment, prepayment, not showing in system",DISPUTE,DISPUTE,0.6907134271767655,Hinglish,True
Interest rate kyun badla asap???,DISPUTE,DISPUTE,0.6899826540821905,Hindi,True
Jani na,VAGUE,VAGUE,0.6888598551725554,Bengali,True
"Bhai de dunga, chinta mat karo",LIKELY_PAY,LIKELY_PAY,0.6879829538325057,Hindi,True
Let me get back to you on this,NEEDS_REMINDER,NEEDS_REMINDER,0.687947194340684,English,True
Boss this amnt is wrong bro,DISPUTE,DISPUTE,0.686433839760318,English,True
"Boss ja khoushi koro, ami debo na",HIGH_RISK,HIGH_RISK,0.6848925686841791,Bengali,True
I don't know know yaar,VAGUE,VAGUE,0.6846555868567743,Hinglish,True
Ke jane!!,VAGUE,VAGUE,0.6823513733201878,Bengali,True
"See ami phonEpe diYe paY kORechi, abAr CHecK koro",DISPUTE,DISPUTE,0.6822695382555182,Bengali,True
Arey bhai time e diye debo 😢,LIKELY_PAY,LIKELY_PAY,0.6815375766710915,Bengali,True
Suno ke jane 🙏🙏,VAGUE,VAGUE,0.6811563015315395,Bengali,True
"Basically sorry bhai, missed earlier calls thx",NEEDS_REMINDER,NEEDS_REMINDER,0.6788921670771199,Hinglish,True
Basically whIch loaN are we TAlkiNG about 👍,NEEDS_REMINDER,NEEDS_REMINDER,0.6782115468621847,English,True
you guys guys are scammers,HIGH_RISK,HIGH_RISK,0.6779368112643837,Hinglish,True
Listen itna simple nahi hai,VAGUE,VAGUE,0.6766273726358202,Hindi,True
Sorry missed your earlier calls,NEEDS_REMINDER,NEEDS_REMINDER,0.6753431504546299,English,True
Ok so i think there's been a mistake boss,DISPUTE,DISPUTE,0.6753417193105286,English,True
Ekhono unpaid keno?,DISPUTE,DISPUTE,0.6738687904574305,Bengali,True
Sir depend karta hai 🙏,VAGUE,VAGUE,0.673840071341839,Hindi,True
Kar paunga shayad,VAGUE,VAGUE,0.673785918834005,Hindi,True
Really can't say bro,VAGUE,VAGUE,0.6723312997859782,Hinglish,True
Actually maybe later???,VAGUE,VAGUE,0.6706645873902858,English,True
Bhai cAN YOU SHARE UPI? I WILL PAY NOW 😭,LIKELY_PAY,LIKELY_PAY,0.6704258001458431,English,True
Jani na asap???,VAGUE,VAGUE,0.670011150136563,Bengali,True
Ok so statement mil sakta hai thanks,NEEDS_REMINDER,NEEDS_REMINDER,0.6678790245663655,Hindi,True
"Government e chinchi lokjon, shambhale",HIGH_RISK,HIGH_RISK,0.6664230611218371,Bengali,True
See oh I forgot about this 🙂???,NEEDS_REMINDER,NEEDS_REMINDER,0.6658385460150871,English,True
Arey bhebhe dekhchi.,VAGUE,VAGUE,0.664744097543585,Bengali,True
Tum mera kuch nahi kar sakte,HIGH_RISK,HIGH_RISK,0.6644697557179209,Hindi,True
"This is someone else's loan, not mine",DISPUTE,DISPUTE,0.6637280800123898,English,True
Bhai ye kaun si EMI hai?,NEEDS_REMINDER,NEEDS_REMINDER,0.6612848200322294,Hindi,True
Kichu debar nei amar,HIGH_RISK,HIGH_RISK,0.6594825856660469,Bengali,True
Dekhe nii thx,VAGUE,VAGUE,0.6561281551434205,Bengali,True
Give me a couple of days to sort this out,NEEDS_REMINDER,NEEDS_REMINDER,0.6560012095289446,English,True
Theek hai!!,VAGUE,VAGUE,0.6556992214105583,Hindi,True
"Hey sue me if you want, I don't care sir",HIGH_RISK,HIGH_RISK,0.6550261222557778,Hinglish,True
"Diye debo, dhairyo dhoro",LIKELY_PAY,LIKELY_PAY,0.6540317669979698,Bengali,True
Dui din dao sort korar jonno thanks,NEEDS_REMINDER,NEEDS_REMINDER,0.6511437753818963,Bengali,True
Listen bill dobara bhej do,NEEDS_REMINDER,NEEDS_REMINDER,0.6510689208465968,Hindi,True
Eta kon EMI EMI 🤷,NEEDS_REMINDER,NEEDS_REMINDER,0.6508112404563257,Bengali,True
WHICH LOAN ARE WE TALKING ABOUT 🙏🙏!!,NEEDS_REMINDER,NEEDS_REMINDER,0.6497200971600724,English,True
"Yaar kaje busy, jholdi korbo plz",NEEDS_REMINDER,NEEDS_REMINDER,0.6492452488139319,Bengali,True
Hey ekhono unpaid keno?,DISPUTE,DISPUTE,0.6483820823570563,Bengali,True
Next week yaad dilana plss???,NEEDS_REMINDER,NEEDS_REMINDER,0.6474147962756729,Hinglish,True
"Look rECEipT rECEipT ache Amar kache, pathAbO thx",DISPUTE,DISPUTE,0.6451195953631512,Bengali,True
Basically Basically your system data is wrong bhai 😢!!,DISPUTE,DISPUTE,0.644033450641116,Hinglish,True
Bhai i have nothing to give,HIGH_RISK,HIGH_RISK,0.6436261291127374,Hinglish,True
Hey we'll figure it out,VAGUE,VAGUE,0.6413424054194446,English,True
"Listen maine maine cheque se pay kiya, check karo!!",DISPUTE,DISPUTE,0.6413106843368036,Hindi,True
Well ho sakta hai !!,VAGUE,VAGUE,0.6411251526120051,Hindi,True
"Haan check your records, I don't owe this much na?",DISPUTE,DISPUTE,0.6391500742562862,English,True
Madam samajh nahi aa raha what to do,VAGUE,VAGUE,0.6389881161727874,Hinglish,True
"Busy tha, dekh lunga",NEEDS_REMINDER,NEEDS_REMINDER,0.6384573995971508,Hindi,True
uncertain hun main plz,VAGUE,VAGUE,0.6376540951827564,Hinglish,True
"Bhai ami kokhono mana korini, payment korbo!!",LIKELY_PAY,LIKELY_PAY,0.637208591714131,Bengali,True
"maiN payment kaRunGA, teNsIoN Mat lo thx???",LIKELY_PAY,LIKELY_PAY,0.6353458019420234,Hindi,True
"Ok noted, check korchi sir",NEEDS_REMINDER,NEEDS_REMINDER,0.6335261206856947,Bengali,True
Pata nahi 👍,VAGUE,VAGUE,0.6329708546972664,Hindi,True
Honestly i'M THINKING ABOUT IT,VAGUE,VAGUE,0.6327106441781969,English,True
Honestly uncertain hun main 👍,VAGUE,VAGUE,0.6321106522037997,Hinglish,True
Remind me once more next week please,NEEDS_REMINDER,NEEDS_REMINDER,0.6311446284433581,English,True
RBI mein complaint kar chuka hun,HIGH_RISK,HIGH_RISK,0.6298965245530921,Hindi,True
Salary aate hi immediately karunga,LIKELY_PAY,LIKELY_PAY,0.6284622236392883,Hinglish,True
SMS aaya aaya tha kya? Nahi dekha,NEEDS_REMINDER,NEEDS_REMINDER,0.6280928063862403,Hindi,True
Ok so wrong person ko call kar rahe ho,HIGH_RISK,HIGH_RISK,0.6276278482953872,Hinglish,True
Yaar i THINK KOI MISTAKE HAI,DISPUTE,DISPUTE,0.6273482815030625,Hinglish,True
Madam depend karta hai 🙏,VAGUE,VAGUE,0.626305394480102,Hindi,True
Check kore janabo???,NEEDS_REMINDER,NEEDS_REMINDER,0.6260631723528929,Bengali,True
We'll see,VAGUE,VAGUE,0.6256762510530824,English,True
Ok so i didn't realize it was already late!!,NEEDS_REMINDER,NEEDS_REMINDER,0.6256217382918621,English,True
"I paid through Paytm, check again 👍",DISPUTE,DISPUTE,0.6245277660053093,English,True
Ye vasuli hai,HIGH_RISK,HIGH_RISK,0.6242382000571076,Hindi,True
"Basically already talked to bank, will come within a week???",LIKELY_PAY,LIKELY_PAY,0.623851784302197,Hinglish,True
Suno things things are difficult,VAGUE,VAGUE,0.6226421282664392,English,True
Ok so amake notification asheni,NEEDS_REMINDER,NEEDS_REMINDER,0.6207114725787923,Bengali,True
I don't owe anything and won't pay,HIGH_RISK,HIGH_RISK,0.6207096693012711,English,True
Yaar koi obligation nahi hai mera ye dene ka 👍,HIGH_RISK,HIGH_RISK,0.6186626690187483,Hindi,True
"Traveling tha, just came back",NEEDS_REMINDER,NEEDS_REMINDER,0.6179991623234632,Hinglish,True
I'm working working on it,VAGUE,VAGUE,0.6174558044135126,English,True
Kaun jaane,VAGUE,VAGUE,0.6174110021235938,Hindi,True
"Statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,DISPUTE,0.6170717859499747,Hindi,True
Listen mujhe pata nahi tha overdue hai,NEEDS_REMINDER,NEEDS_REMINDER,0.6113065313314618,Hindi,True
"Amar rights jana ache, dhamki dewa bondho koro",HIGH_RISK,HIGH_RISK,0.6109940379298706,Bengali,True
Agle hafte yaad dilana fir se,NEEDS_REMINDER,NEEDS_REMINDER,0.6107824699151058,Hindi,True
Ok so agle shoptahe mone koriyo,NEEDS_REMINDER,NEEDS_REMINDER,0.6094752145822755,Bengali,True
Haan i don't owe anything and won't pay ...,HIGH_RISK,HIGH_RISK,0.6082091054455593,English,True
i'm thinking about about it 😢,VAGUE,VAGUE,0.6075144979021723,English,True
SMS SMS aaya tha kya? Nahi dekha!!,NEEDS_REMINDER,NEEDS_REMINDER,0.6070233849263499,Hindi,True
"Haan jani, agle agle shoptahe e korbo",LIKELY_PAY,LIKELY_PAY,0.6056969057963388,Bengali,True
I don't know asap,VAGUE,VAGUE,0.6037029999876944,English,True
The amt amt doesn't match what I signed for,DISPUTE,DISPUTE,0.6033771909296157,English,True
"Dekho i am seRiouS ABout PayiNg, gIve me 10 daYs",LIKELY_PAY,LIKELY_PAY,0.6031790016035738,English,True
Yaar i'll handle this my way ...,HIGH_RISK,HIGH_RISK,0.6004561301185347,English,True
bujhte hobe na?,VAGUE,VAGUE,0.599095903334523,Bengali,True
"Basically adha ekhon, baki ta tin din e",LIKELY_PAY,LIKELY_PAY,0.5983560925745689,Bengali,True
Pore janabo sir,VAGUE,VAGUE,0.5980731210965345,Bengali,True
Madam i DoN't owe AnyThiNG AnD wOn't paY,HIGH_RISK,HIGH_RISK,0.5970932123939047,English,True
bhai time e diye debo na?,LIKELY_PAY,LIKELY_PAY,0.5945530677199454,Bengali,True
Arey taRatari handle koRbO,NEEDS_REMINDER,NEEDS_REMINDER,0.5942434368168725,Bengali,True
Madam eMI ka paisa alag set hai,LIKELY_PAY,LIKELY_PAY,0.5923171735392436,Hinglish,True
Get lost yaar thanks,HIGH_RISK,HIGH_RISK,0.5915748379835313,Hinglish,True
Payment Payment kata tha lekin pending dikha raha hai,DISPUTE,DISPUTE,0.5915612829817117,Hindi,True
Madam i didn't realize it was already late???,NEEDS_REMINDER,NEEDS_REMINDER,0.5889357467842735,English,True
Bujhtei parlam na je late hoye geche,NEEDS_REMINDER,NEEDS_REMINDER,0.588842430220765,Bengali,True
Amar kache kichu nei debar,HIGH_RISK,HIGH_RISK,0.5854154648487953,Bengali,True
Acha rBI mein complaint kar chuka hun 💰???,HIGH_RISK,HIGH_RISK,0.5854000486217934,Hindi,True
See will think about it 👍,VAGUE,VAGUE,0.5813186945687744,English,True
Kichu debar nei amar yaar???,HIGH_RISK,HIGH_RISK,0.5804086790071831,Bengali,True
let me check my balance and pay in 2 days,LIKELY_PAY,LIKELY_PAY,0.5796804450841723,English,True
Haan mujhe calL kArNA bAnd kAro!!,HIGH_RISK,HIGH_RISK,0.5790868399535265,Hindi,True
Statement pawa pawa jabe????,NEEDS_REMINDER,NEEDS_REMINDER,0.5772870060914744,Bengali,True
Samajh nahi aa raha kya karun,VAGUE,VAGUE,0.5764195461400133,Hindi,True
"Listen Listen ja khoushi koro, ami debo na",HIGH_RISK,HIGH_RISK,0.5746724912565497,Bengali,True
Bujhe nii ami???,NEEDS_REMINDER,NEEDS_REMINDER,0.5732430091786603,Bengali,True
"Ami cheshta korchi, ek shoptahe e!!",LIKELY_PAY,LIKELY_PAY,0.5725482832380584,Bengali,True
Arey time chahiye merko,VAGUE,VAGUE,0.5721141150899066,Hinglish,True
"My CA handles handles this, let me ask him !!",NEEDS_REMINDER,NEEDS_REMINDER,0.5718083279298173,Hinglish,True
I'm trying my best,VAGUE,VAGUE,0.5674358139018306,English,True
Baad mein shayad yaar,VAGUE,VAGUE,0.5666328394788532,Hindi,True
Need to figure out karunga,VAGUE,VAGUE,0.5661309374840495,Hinglish,True
Figure out ho jayega,VAGUE,VAGUE,0.5635286570757105,Hinglish,True
Basically sMS eshechhilo ki? Dekhini to,NEEDS_REMINDER,NEEDS_REMINDER,0.5627822542389398,Bengali,True
Final answer: no payment,HIGH_RISK,HIGH_RISK,0.5612968397262503,Hinglish,True
Bhai main baad mein batata hun 🙏🙏,NEEDS_REMINDER,NEEDS_REMINDER,0.5606882025713231,Hindi,True
"Madam adha ekhON, BaKi tA AgLE ShoPtahe",LIKELY_PAY,LIKELY_PAY,0.5599112172482493,Bengali,True
I refuse to pay until you fix the calculation,DISPUTE,DISPUTE,0.5585222734382794,English,True
JALDI HANDLE KARUNGA thx,NEEDS_REMINDER,NEEDS_REMINDER,0.5575327135272947,Hindi,True
Dude Dude fINAL ANSWER: NO PAYMENT,HIGH_RISK,HIGH_RISK,0.5565428745333871,Hinglish,True
Mere Mere co-applicant ne pay kar diya hai yaar,DISPUTE,DISPUTE,0.5547812056563362,Hindi,True
Filing formal complaint about this,DISPUTE,DISPUTE,0.5546787299733532,Hinglish,True
Agle shoptahe mone mone koriyo,NEEDS_REMINDER,NEEDS_REMINDER,0.5533043338457332,Bengali,True
Manager er shathe kotha bolte chai,DISPUTE,DISPUTE,0.5516760077390951,Bengali,True
"Call korte thako, dekhe neo ki hoy",HIGH_RISK,HIGH_RISK,0.5499540004234181,Bengali,True
Bhai payment link bhejo please 😡,NEEDS_REMINDER,NEEDS_REMINDER,0.5473191609822736,Hinglish,True
See mera account audit karo asap,DISPUTE,DISPUTE,0.546592719948817,Hindi,True
Hey mera mera account audit karo,DISPUTE,DISPUTE,0.545762387616673,Hindi,True
"Sir bonus peyechi, ekhon e dei asap",LIKELY_PAY,LIKELY_PAY,0.5446887424220019,Bengali,True
last time bol raha hun na?,HIGH_RISK,HIGH_RISK,0.5422736875570523,Hinglish,True
"let me check check balance, shukravaar tak mein done!!",LIKELY_PAY,LIKELY_PAY,0.5421786178920465,Hinglish,True
Kuch kar raha hun???,VAGUE,VAGUE,0.5406257712675113,Hindi,True
"Honestly statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,DISPUTE,0.5389374801867454,Hindi,True
"haan theek hai, de deta hun yaar!!",LIKELY_PAY,LIKELY_PAY,0.5388566936052431,Hindi,True
Actually let me figure this out,NEEDS_REMINDER,NEEDS_REMINDER,0.5385507605323788,Hinglish,True
"Suno try whatever whatever you want, I'm not scared",HIGH_RISK,HIGH_RISK,0.5381456202587819,English,True
Actually rBI te complaint kore diyechi 👍,HIGH_RISK,HIGH_RISK,0.5353784100079936,Bengali,True
I have to to think !!,VAGUE,VAGUE,0.5280052960118004,English,True
Lagta hai koi mistake hai,DISPUTE,DISPUTE,0.5248860684318556,Hindi,True
Madam this is pure extortion hai ye boss???,HIGH_RISK,HIGH_RISK,0.5241459595942773,Hinglish,True
Will think think about it 💰,VAGUE,VAGUE,0.5218443504835997,English,True
I'll handle this my way,HIGH_RISK,HIGH_RISK,0.5197080753055456,English,True
"ADHA EKHON, BAKI TA MASH SHESHE???",LIKELY_PAY,LIKELY_PAY,0.5191443447763315,Bengali,True
Abhi answer nahi hai mere paas,VAGUE,VAGUE,0.5176493500087883,Hinglish,True
"EMI er taka ready, pathacchi",LIKELY_PAY,LIKELY_PAY,0.5168304503871081,Bengali,True
I'll go to the media about this thanks???,HIGH_RISK,HIGH_RISK,0.5158768517035466,English,True
"Listen was busy, will look into it???",NEEDS_REMINDER,NEEDS_REMINDER,0.5130452131673618,Hinglish,True
Hote pare,VAGUE,VAGUE,0.510800460287907,Bengali,True
Madam thik ache,VAGUE,VAGUE,0.5099382780506306,Bengali,True
Basically realize hi nahi hua it was late,NEEDS_REMINDER,NEEDS_REMINDER,0.5066911239156477,Hinglish,True
I just need 15 more days,LIKELY_PAY,LIKELY_PAY,0.5057217195393836,English,True
"Madam let Me cheCk bAlancE, 2 dIn MeiN mein DonE",LIKELY_PAY,LIKELY_PAY,0.5032495061283633,Hinglish,True
"Sir was busy, will look into it.",NEEDS_REMINDER,NEEDS_REMINDER,0.5016914072885159,Hinglish,True
Honestly amake aro 15 din dao!!,LIKELY_PAY,LIKELY_PAY,0.5009271260494405,Bengali,True
Listen Listen i'm trying apni taraf se,VAGUE,VAGUE,0.5000742547744685,Hinglish,True
Written proof do amt ka 👍,DISPUTE,DISPUTE,0.49943765801638496,Hinglish,True
"Never ever paying, that's it asap",HIGH_RISK,HIGH_RISK,0.4950404791176035,Hinglish,True
"Actually don't worry yaar, karke dunga thanks",LIKELY_PAY,LIKELY_PAY,0.4944204761739583,Hinglish,True
Actually wORKING ON IT HUN,VAGUE,VAGUE,0.4904722269015769,Hinglish,True
Lagta hai koi mistake hai boss,DISPUTE,DISPUTE,0.4904649070398642,Hindi,True
lEt Me sEe na?,VAGUE,VAGUE,0.48830576143636295,English,True
Pore mone koriye dio please,NEEDS_REMINDER,NEEDS_REMINDER,0.4880366901192429,Bengali,True
