text,label,language,split
Ye additional charges kisne authorize kiye?,DISPUTE,Hindi,train
Actually hIDDEN CHARGES KENO ok?,DISPUTE,Bengali,train
"Bhai i got my bonus, paying tomorrow",LIKELY_PAY,English,train
Haan shayad,VAGUE,Hindi,train
Boss pichli calls miss ho gayi sorry 🙏🙏,NEEDS_REMINDER,Hindi,train
Dekho let's see kya hota hai,VAGUE,Hinglish,train
YoUr YoUr cOMpANy IS a FrAuD,HIGH_RISK,English,train
Media mein jaaunga,HIGH_RISK,Hindi,train
"Salary ashbe Mongolbar, tarpor e diye debo",LIKELY_PAY,Bengali,train
Bhai tOMAR COMPANY FRAUD,HIGH_RISK,Bengali,train
Madam oUTStanDInG KotHay ChEcK korBo?,NEEDS_REMINDER,Bengali,train
"Suno let me pay in installments, first one next week",LIKELY_PAY,Hinglish,train
"Sorry bhai, missed earlier calls",NEEDS_REMINDER,Hinglish,train
Never Never contact me again,HIGH_RISK,Hinglish,train
Listen you can't do anything to me,HIGH_RISK,English,train
Sochna padega mujhe,VAGUE,Hinglish,train
Loan agreement copy share karo,DISPUTE,Hindi,train
Tumhari company fraud hai,HIGH_RISK,Hindi,train
Hey nijer time noshto korcho!!,HIGH_RISK,Bengali,train
Listen ami ei LOaN niInI,DISPUTE,Bengali,train
"Traveling tha, just came back",NEEDS_REMINDER,Hinglish,train
Madam i thought auto-debit was on???,NEEDS_REMINDER,English,train
Transaction initiated already,LIKELY_PAY,English,train
Stop calling me bhai,HIGH_RISK,Hinglish,train
Well interest calculation galat hai 🤷,DISPUTE,Hindi,train
"I changed banks recently, need to update",NEEDS_REMINDER,English,train
Sir aMAR LAWYER DEKHBE!!,HIGH_RISK,Bengali,train
"Boss travel pe tha, abhi aaya hun",NEEDS_REMINDER,Hindi,train
"Thoda aur time do, Shukravaar tak tak de dunga",LIKELY_PAY,Hindi,train
"my friend will lend me, i'll pay in 3 days",LIKELY_PAY,English,train
"Diye debo, dhairyo dhoro plz???",LIKELY_PAY,Bengali,train
RBI te complaint kore diyechi,HIGH_RISK,Bengali,train
Dekho pata pata hi nahi chala late ho gaya 😭,NEEDS_REMINDER,Hindi,train
MERA MERA AUTO-DEBIT ON THA NA 👍,NEEDS_REMINDER,Hinglish,train
Full amt de dunga this weekend thx!!,LIKELY_PAY,Hinglish,train
Acha hmm,VAGUE,Hindi,train
"My friend will lend me, I'll pay next week",LIKELY_PAY,English,train
Promise nahi kar sakta 🙂!!,VAGUE,Hindi,train
Age bou er shathe kotha bolte hobe,NEEDS_REMINDER,Bengali,train
Late fee kitni lagegi?,NEEDS_REMINDER,Hindi,train
Dude you have overcharged me,DISPUTE,Hinglish,train
I just need 15 more days,LIKELY_PAY,English,train
Don't ever contact me again,HIGH_RISK,English,train
Arey aaj raater moddhe hoye jabe,LIKELY_PAY,Bengali,train
How much is it exactly?,NEEDS_REMINDER,English,train
Well last time bol raha hun,HIGH_RISK,Hinglish,train
I'll pay the full amount in 2 days,LIKELY_PAY,English,train
Dekho nahI dUNga Aur yE fInal haI 🙏🙏???,HIGH_RISK,Hindi,train
It's not that simple yaar,VAGUE,English,train
Eta kon EMI?,NEEDS_REMINDER,Bengali,train
"i will definitely pay, just give me till monday 💰",LIKELY_PAY,English,train
Media mein jaunga jaunga with proof!!,HIGH_RISK,Hinglish,train
Sir dEKHTE HAIN,VAGUE,Hindi,train
FIR file karunga tum pe boss,HIGH_RISK,Hinglish,train
"Actually Actually ek aur chance do, shukravaar tak guaranteed",LIKELY_PAY,Hinglish,train
I dispute this charge,DISPUTE,English,train
"Sir was busy, will look into it.",NEEDS_REMINDER,Hinglish,train
onek hoyeche tomar harassment 🙏🙏???,HIGH_RISK,Bengali,train
Check last month transaction please,DISPUTE,Hinglish,train
Actually kitna hai exactly?,NEEDS_REMINDER,Hindi,train
Basically i'll consider consider it,VAGUE,English,train
Actually next week yaad dilana please thanks,NEEDS_REMINDER,Hinglish,train
Amar account audit koro,DISPUTE,Bengali,train
Well i closed this loan last year,DISPUTE,English,train
Well theek hai,VAGUE,Hindi,train
outstanding amount e agree na ami thanks,DISPUTE,Bengali,train
"I forgot forgot sorry, will do it now!!",LIKELY_PAY,Hinglish,train
"Age clarification dao, tarpor payment",DISPUTE,Bengali,train
Actually i have have nothing to give !!,HIGH_RISK,Hinglish,train
Dekhte hain !!!!,VAGUE,Hindi,train
Actually onek hoyeche tomar harassment???,HIGH_RISK,Bengali,train
Kuch Kuch kar raha hun,VAGUE,Hindi,train
Yaar bank se verify karna padega mujhe 🙏🙏,DISPUTE,Hindi,train
Bhai i have issues,VAGUE,English,train
Dekho i'll destroy your ReputatiOn,HIGH_RISK,English,train
Amar Amar plan ache Shukrobar dite,LIKELY_PAY,Bengali,train
"Honestly bro let me arrange, 2 din mein tak done",LIKELY_PAY,Hinglish,train
I'm thinking about it abhi,VAGUE,Hinglish,train
Dekho i don't owe anything and won't pay!!,HIGH_RISK,English,train
Suno tum log scammer ho,HIGH_RISK,Hindi,train
Amount verify karna hai mujhe,NEEDS_REMINDER,Hinglish,train
Your company is totally fraud,HIGH_RISK,Hinglish,train
Bhai samajh leta hun main,NEEDS_REMINDER,Hindi,train
Dude i'LL CONSIDER IT SOCHUNGA 🙂,VAGUE,Hinglish,train
"i'Ve kept the Money aSidE, wiLL pAy within a week.",LIKELY_PAY,English,train
sms eshEcHHiLo eshEcHHiLo kI? dEKhini To 😭,NEEDS_REMINDER,Bengali,train
Complete Complete breakdown of charges bhejo,DISPUTE,Hinglish,train
Actually i've been overcharged,DISPUTE,English,train
Pura taka diye debo agle shoptahe,LIKELY_PAY,Bengali,train
"Hey ami serious, ei weekend porjonto pakka 🙏🙏",LIKELY_PAY,Bengali,train
"Actually i FORGOT SORRY, WILL DO IT NOW sir",LIKELY_PAY,Hinglish,train
Can you share UPI? I will pay now,LIKELY_PAY,English,train
Yaar i THINK KOI MISTAKE HAI,DISPUTE,Hinglish,train
Bill dubara bhejo please yaar,NEEDS_REMINDER,Hinglish,train
"ami serious, agle shoptahe porjonto pakka bro",LIKELY_PAY,Bengali,train
Kya bolun samajh nahi aa raha,VAGUE,Hindi,train
Is there a grace period sir,NEEDS_REMINDER,English,train
TimE CHaI aMakE 😢!!,VAGUE,Bengali,train
Dekho outstanding kahan check karun?,NEEDS_REMINDER,Hindi,train
iSsuES ACHe 😡,VAGUE,Bengali,train
Life tough hai abhi,VAGUE,Hinglish,train
You harass innocent log,HIGH_RISK,Hinglish,train
Acha Acha i'm working on it,VAGUE,English,train
Ke jane!!,VAGUE,Bengali,train
Hey maine ye loan nahi liya hai !!,DISPUTE,Hinglish,train
Try karunga,VAGUE,Hinglish,train
YOUR COMPANY IS A FRAUD boss,HIGH_RISK,English,train
"Number change kiya, didn't get reminders",NEEDS_REMINDER,Hinglish,train
"Sorry for delay, paying in 2 days definitely!!",LIKELY_PAY,English,train
Tomar company company bhalo lokeder harrass kore 🙏🙏,HIGH_RISK,Bengali,train
Complete breakdown of charges bhejo,DISPUTE,Hinglish,train
Overcharge kiya hai mujhe,DISPUTE,Hindi,train
"Haan did prepayment, prepayment, not showing in system",DISPUTE,Hinglish,train
MeRA plaN hAi mangaLVaar ko dene Ka,LIKELY_PAY,Hindi,train
Ager call gulo miss hoye geche sorry,NEEDS_REMINDER,Bengali,train
Listen i'll try,VAGUE,English,train
Arey you're wasting your time,HIGH_RISK,English,train
Abhi tight hai but 2 din mein tak karunga!!,LIKELY_PAY,Hinglish,train
Dekha jabe???,VAGUE,Bengali,train
Well dekha jabe,VAGUE,Bengali,train
Dude hoyto hoye jabe thx,VAGUE,Bengali,train
Boss onno priorities ache,VAGUE,Bengali,train
"Actually apne records check karo, itna nahi banta",DISPUTE,Hindi,train
Tum logon ko sharam nahi aati,HIGH_RISK,Hindi,train
Ok so kAHAN PAY KARNA HAI? LINK BHEJO,NEEDS_REMINDER,Hindi,train
Abhi can't say,VAGUE,Hinglish,train
Actually ei Loan GoTo boChOr bonD korA hoyEChhilO,DISPUTE,Bengali,train
Yaar abhi jawab nahi de sakta,VAGUE,Hindi,train
Hey something like that,VAGUE,English,train
Sochunga 😡,VAGUE,Hindi,train
Number block kar raha hun,HIGH_RISK,Hindi,train
Basically maybe later,VAGUE,English,train
EMAIL KARO DETAILS PLEASE ok????,NEEDS_REMINDER,Hinglish,train
See dOOR HO JAO???,HIGH_RISK,Hindi,train
"I'm arranging the money, will pay in 3 days",LIKELY_PAY,English,train
"Acha mAIN ZIMMEDAR HUN, PAYMENT KARUNGA 🙂!!",LIKELY_PAY,Hindi,train
"Tomar records check koro, eto hoy na",DISPUTE,Bengali,train
Sir nUmber BlOCk kOrchi 😡,HIGH_RISK,Bengali,train
"Haan bhai, Shukravaar Shukravaar tak tak kar dunga",LIKELY_PAY,Hindi,train
Can you Email me THe detaiLs yaar!!,NEEDS_REMINDER,English,train
Haan this is not my loan yaar 🙂!!,DISPUTE,Hinglish,train
Ok so i don't agree with outstanding amount 😢,DISPUTE,Hinglish,train
"Boss amI pAyment koRBo, teNsIon nio na yaar",LIKELY_PAY,Bengali,train
Already due? I thought next month hai,NEEDS_REMINDER,Hinglish,train
Kal payment kar dunga plz,LIKELY_PAY,Hindi,train
Yaar i PROMISE TO PAY BY FRIDAY FOR SURE,LIKELY_PAY,English,train
Not sure !!,VAGUE,English,train
Madam why hidden charges bhai?,DISPUTE,Hinglish,train
Already complained to RBI about you guys,HIGH_RISK,Hinglish,train
Dekho send me the details again plz thx,NEEDS_REMINDER,English,train
Ok so depend karta hai???,VAGUE,Hindi,train
Boss i'll get back to you,NEEDS_REMINDER,Hinglish,train
Ok so shayad,VAGUE,Hindi,train
Dekho wilL GeT bAcK To yoU LateR ok?,VAGUE,Hinglish,train
Time chahiye mujhe,VAGUE,Hindi,train
Depend kore,VAGUE,Bengali,train
"Paying today itself, please wait",LIKELY_PAY,English,train
Dude baad mein yaad dilana please,NEEDS_REMINDER,Hindi,train
Look cAN'T COMMIT ABHI 🤷,VAGUE,Hinglish,train
"Do hisson mein de sakta hun, pehla kal",LIKELY_PAY,Hindi,train
"5th ko payment kiya tha, credit nahi hua",DISPUTE,Hindi,train
Jani na,VAGUE,Bengali,train
Hey poSsibLY???,VAGUE,English,train
"Dekho account number dao, ekhon transfer kori boss",LIKELY_PAY,Bengali,train
Acha ho sakta sakta hai,VAGUE,Hindi,train
Basically the amount will be credited by Friday 🙂,LIKELY_PAY,English,train
Well let me know the exact amt due,NEEDS_REMINDER,English,train
Which EMI is this for asap,NEEDS_REMINDER,Hinglish,train
Amount mein mismatch mismatch hai!!,DISPUTE,Hinglish,train
Haan kuch aisa hi,VAGUE,Hindi,train
Actually never contact me again.,HIGH_RISK,Hinglish,train
Number block block korchi 🙏🙏,HIGH_RISK,Bengali,train
Poora taka ekbare ekbare diye debo,LIKELY_PAY,Bengali,train
Dekho nEft kar kar DungA aglE HAFTe,LIKELY_PAY,Hindi,train
"Promise korchi, tin din e e yaar",LIKELY_PAY,Bengali,train
Sochunga iske baare mein,VAGUE,Hindi,train
Yaar wOrKiNG oN it Hun,VAGUE,Hinglish,train
Hard to say honestly,VAGUE,Hinglish,train
Dude i'll ruin your company reputation!!,HIGH_RISK,Hinglish,train
"Ami serious, ei weekend porjonto pakka",LIKELY_PAY,Bengali,train
Maine apne side se arrangement kar liya hai,LIKELY_PAY,Hindi,train
Listen i'LL LOOK INTO IT thanks!!,VAGUE,English,train
Actually taratari handle korbo!!,NEEDS_REMINDER,Bengali,train
Basically media te jabo,HIGH_RISK,Bengali,train
Madam this is pure extortion hai ye boss???,HIGH_RISK,Hinglish,train
I need time,VAGUE,English,train
Kichu ekta korchi,VAGUE,Bengali,train
Dekho i nEeD TIMe,VAGUE,English,train
Maybe ho jayega,VAGUE,Hinglish,train
OnE OnE morE Call = fIr,HIGH_RISK,Hinglish,train
salry aate hi turant karunga ok?,LIKELY_PAY,Hindi,train
Wife se puchna padega pehle,NEEDS_REMINDER,Hinglish,train
Well auto-debit auto-debit on chhilo na?,NEEDS_REMINDER,Bengali,train
Can't promise kuch bhi,VAGUE,Hinglish,train
Listen lIFE IS TOUGH RIGHT NOW!!,VAGUE,English,train
I'll clear the dues within a week,LIKELY_PAY,English,train
Kaal call koro ei byapare,NEEDS_REMINDER,Bengali,train
Listen i wasn't aware it was overdue,NEEDS_REMINDER,English,train
"Just waiting for my salary to hit, then paying immediately",LIKELY_PAY,English,train
"Ek aur chance do, 2 din mein guaranteed!!",LIKELY_PAY,Hinglish,train
Dekho ami ei call record korchi asap,HIGH_RISK,Bengali,train
"I'm arranging the money, will pay tomorrow",LIKELY_PAY,English,train
Honestly consumer court jaaunga against you!!,HIGH_RISK,Hinglish,train
Boss kaun jaane jaane,VAGUE,Hindi,train
Jotokkhon calculation thik na korbe totokkhon debo na,DISPUTE,Bengali,train
"Bhai de dunga, chinta mat karo",LIKELY_PAY,Hindi,train
Something like that hi hai,VAGUE,Hinglish,train
"Bhai I have arranged already, doing NEFT",LIKELY_PAY,Hinglish,train
"Look receipt ache amar kache, pathabo boss",DISPUTE,Bengali,train
Thik ache sir,VAGUE,Bengali,train
Pehle wife se baat karna padega,NEEDS_REMINDER,Hindi,train
"Ja korte chao koro, dar nei amar",HIGH_RISK,Bengali,train
"Let me do do partial now, rest later.???",LIKELY_PAY,Hinglish,train
Basically Basically i dispute this charge,DISPUTE,English,train
Acha hMM OK,VAGUE,Hinglish,train
Yaar batana mushkil mushkil hai 🙏🙏,VAGUE,Hindi,train
"Basically ok bhai, I'll pay by end of month 🙏🙏",LIKELY_PAY,Hinglish,train
Stop calling me,HIGH_RISK,English,train
"Listen late fee valid na, time e pay korechi!!",DISPUTE,Bengali,train
Basically cheshta korbo,VAGUE,Bengali,train
Onno priorities ache,VAGUE,Bengali,train
See tumhari dhamkiyan kaam nahi karti mujh pe plz,HIGH_RISK,Hindi,train
Ok so hmm !!,VAGUE,English,train
"Apne records check karo, itna nahi banta",DISPUTE,Hindi,train
"UPI ID share karo, abhi bhejta hun",LIKELY_PAY,Hinglish,train
Arey i'll handle it my way!!,HIGH_RISK,Hinglish,train
See weekend e dekhchi???,NEEDS_REMINDER,Bengali,train
"i'vE alREaDy sPoken To My bank, traNsfeR wilL comE tomorrow 👍",LIKELY_PAY,English,train
Look leave me alone ya legal action lunga 🤷,HIGH_RISK,Hinglish,train
"Haan I know, will pay by Friday",LIKELY_PAY,Hinglish,train
EMI taka alag rekhechi boss,LIKELY_PAY,Bengali,train
Your agent said different amount last time,DISPUTE,Hinglish,train
Ok so check check the 15th transaction ...,DISPUTE,English,train
i thought thought auto-debit was on,NEEDS_REMINDER,English,train
Apna kaam karo 💰???,HIGH_RISK,Hindi,train
"Ok I understand, paying this weekend",LIKELY_PAY,English,train
Honestly hmm,VAGUE,Bengali,train
Stop calling me???,HIGH_RISK,English,train
"HAAN BHAI, EK HAFTE MEIN TAK KAR DUNGA",LIKELY_PAY,Hindi,train
bAnK SE SE verIFy kArNa paDega mUjHE???,DISPUTE,Hindi,train
"Haan Haan bhai, agle shoptahe er moddhe kore debo!!",LIKELY_PAY,Bengali,train
itna simple nahi hai yaar,VAGUE,Hindi,train
I I never agreed to these terms yaar,DISPUTE,Hinglish,train
Will think think about it 💰,VAGUE,English,train
"Suno ok noted, check karta hun",NEEDS_REMINDER,Hindi,train
"Boss escalation chai, amnt disputed 😡",DISPUTE,Bengali,train
Suno i need time,VAGUE,English,train
Yaar grace period milta hai kya?,NEEDS_REMINDER,Hindi,train
Bhai bill dobara bhej do bro,NEEDS_REMINDER,Hindi,train
possIBly !!,VAGUE,English,train
Yaar situation dekHTe hobe,VAGUE,Bengali,train
Dude Dude i don't AgRee wITH tHE outstanding amount,DISPUTE,English,train
Ekhon Ekhon commit korte parbo na yaar,VAGUE,Bengali,train
Kichu Kichu debar nei amar,HIGH_RISK,Bengali,train
Madam it's not that simple yaar 💰,VAGUE,Hinglish,train
yeah probably 🤷!!,VAGUE,Hinglish,train
Dekhunga main,VAGUE,Hindi,train
Sir complicated byapar byapar,VAGUE,Bengali,train
Nijer time noshto korcho,HIGH_RISK,Bengali,train
I thought auto-debit was on thanks???,NEEDS_REMINDER,English,train
We'll figure it out,VAGUE,English,train
Bujhte hobe yaar,VAGUE,Bengali,train
Well aaj raater moddhe hoye jabe,LIKELY_PAY,Bengali,train
Boss penalty charges too much hai,DISPUTE,Hinglish,train
NEFT kar dunga month end tak 🙏,LIKELY_PAY,Hindi,train
Basically interest rate keno bodlano holo?,DISPUTE,Bengali,train
Pehle balance check karna padega boss???,NEEDS_REMINDER,Hinglish,train
Well taka pathacchi ektu pore,LIKELY_PAY,Bengali,train
Look this this is a billing error on your end thanks,DISPUTE,English,train
I'll try,VAGUE,English,train
Honestly dekhunga main,VAGUE,Hindi,train
Koshish Koshish karunga within 15 days asap,LIKELY_PAY,Hinglish,train
"UPI ID SHARE SHARE KARO, ABHI BHEJTA HUN???",LIKELY_PAY,Hinglish,train
Ami ei call record korchi asap,HIGH_RISK,Bengali,train
Acha jani na???,VAGUE,Bengali,train
Bhai time e diye debo plz,LIKELY_PAY,Bengali,train
Nahi dunga aur ye final hai,HIGH_RISK,Hindi,train
No comment na?,VAGUE,Bengali,train
Actually tUM LOGON KO SHARAM NAHI AATI,HIGH_RISK,Hindi,train
"Ami arrange korchi, ek shoptahe hoye jabe",LIKELY_PAY,Bengali,train
Shayad,VAGUE,Hindi,train
"Arey ok bhai, I'll pay tomorrow!!",LIKELY_PAY,Hinglish,train
Madam oNE MORE CALL = FIR 💰,HIGH_RISK,Hinglish,train
Basically lagta hai koi mistake hai!!,DISPUTE,Hindi,train
I'll look into into it!!,VAGUE,English,train
Finance check kore janabo,NEEDS_REMINDER,Bengali,train
Oh bhule gechilam plz,NEEDS_REMINDER,Bengali,train
Bhebhe dekhchi,VAGUE,Bengali,train
Transaction start kar diya hai,LIKELY_PAY,Hindi,train
Korte parbo hoyto hoyto,VAGUE,Bengali,train
Kichu ekta !!,VAGUE,Bengali,train
Suno oh yaar forgot about this one!!,NEEDS_REMINDER,Hinglish,train
"Actually bhule gechilam, ekhon korchi",LIKELY_PAY,Bengali,train
Dekho give me 2 days to sort this 👍,NEEDS_REMINDER,Hinglish,train
Dekho ja bhi,VAGUE,Bengali,train
Sir let me me check my situation 🙂,VAGUE,English,train
See dECIDE KORTE KORTE TIME DAO,VAGUE,Bengali,train
Hey figure out ho jayega,VAGUE,Hinglish,train
I'll handle it my way ...,HIGH_RISK,Hinglish,train
"UPI pathao, ekhon e kori",LIKELY_PAY,Bengali,train
Madam main ye call record kar rAha hun 🤷,HIGH_RISK,Hindi,train
Not sure sir,VAGUE,English,train
"Bro tension mat le, I'll clear it within a week",LIKELY_PAY,Hinglish,train
Madam can I get a statement 💰,NEEDS_REMINDER,English,train
"Ekhon taka nei, dui din e porjonto wait koro",LIKELY_PAY,Bengali,train
Honestly jALDI HANDLE KARUNGA,NEEDS_REMINDER,Hindi,train
Listen this is your billing mistake,DISPUTE,Hinglish,train
I've been overcharged,DISPUTE,English,train
Dude i've already complained to rbi about you 💰,HIGH_RISK,English,train
Bhai aur priorities hain,VAGUE,Hindi,train
Boss email pe details bhej do,NEEDS_REMINDER,Hindi,train
Koto taka taka exactly?,NEEDS_REMINDER,Bengali,train
Dekho you'll regret calling me,HIGH_RISK,English,train
CHESHTA KORCHI NIJER DIK THEKE thanks,VAGUE,Bengali,train
Check 20th transaction please,DISPUTE,Hinglish,train
Suno get lost 🙏,HIGH_RISK,English,train
Bhebhe dekhbo asap,VAGUE,Bengali,train
"Ok noted, will check",NEEDS_REMINDER,Hinglish,train
Bilkul karunga payment,LIKELY_PAY,Hindi,train
"MY FRIEND WILL LEND ME, I'LL PAY BY FRIDAY???",LIKELY_PAY,English,train
"Hey ok understood, I'll do something about it ...",NEEDS_REMINDER,English,train
Jaldi handle karunga,NEEDS_REMINDER,Hindi,train
Well sochunga iske baare mein yaar,VAGUE,Hindi,train
No comment bhai???,VAGUE,Hinglish,train
"Sorry for delay, paying this weekend definitely",LIKELY_PAY,English,train
Payment kata hoyechhilo kintu pending dekhacche,DISPUTE,Bengali,train
Social media te expose korbo asap,HIGH_RISK,Bengali,train
Ami ei ei charge dispute korchi plz,DISPUTE,Bengali,train
"Haan taka arrange hocche, ek shoptahe diye debo",LIKELY_PAY,Bengali,train
Sir i'll clear the dues by friday,LIKELY_PAY,English,train
Honestly cAN YOU SEND THE BILL AGAIN bro???,NEEDS_REMINDER,English,train
Email e details pathao,NEEDS_REMINDER,Bengali,train
It's complicated hai,VAGUE,Hinglish,train
Honestly i'Ll cOnSiDer It???,VAGUE,English,train
"Haan theek hai, de deta hun",LIKELY_PAY,Hindi,train
Sir no comment???,VAGUE,Bengali,train
"Listen mAIN ZIMMEDAR HUN, PAYMENT KARUNGA",LIKELY_PAY,Hindi,train
Look number block kar raha hun 🙏,HIGH_RISK,Hindi,train
Final answer: answer: no payment,HIGH_RISK,Hinglish,train
Details fir se bhejo,NEEDS_REMINDER,Hindi,train
Main baad mein batata hun,NEEDS_REMINDER,Hindi,train
"You will receive payment this weekend, guaranteed 😢",LIKELY_PAY,English,train
Basically fir fir fiLe KarUnga TUm pe,HIGH_RISK,Hinglish,train
You people are scammers asap,HIGH_RISK,English,train
Actually leAVe Me AlOne Or i'lL taKe lEgal actiOn 🤷,HIGH_RISK,English,train
Well this amount is wrong,DISPUTE,English,train
Abhi answer nahi hai mere paas,VAGUE,Hinglish,train
Let me get back to you on this thanks,NEEDS_REMINDER,English,train
Arey bhebhe dekhchi.,VAGUE,Bengali,train
Payment fix hai Shukravaar ko 🙂,LIKELY_PAY,Hindi,train
Sir depend karta hai 🙏,VAGUE,Hindi,train
One more call = FIR,HIGH_RISK,Hinglish,train
Meri side se confirmed hai payment,LIKELY_PAY,Hinglish,train
I'll I'll clear the dues by end of month !!???,LIKELY_PAY,English,train
Amount mein discrepancy hai,DISPUTE,Hindi,train
Listen bhai time e diye debo,LIKELY_PAY,Bengali,train
"ok i understand, paying by end of month 🙏",LIKELY_PAY,English,train
Agle Agle hafte yaad dilana fir se!!,NEEDS_REMINDER,Hindi,train
Amake chhere dao nahole legal action nebo,HIGH_RISK,Bengali,train
Arey soch raha hun,VAGUE,Hindi,train
"Promise korchi, dui din e e 😡",LIKELY_PAY,Bengali,train
might be able to 😡???,VAGUE,English,train
Hey lET Me CheCK my BalaNce and paY by end of monTh,LIKELY_PAY,English,train
"I paid through PhonePe, check again???",DISPUTE,English,train
bhai mera plan hai monday ko clear karna,LIKELY_PAY,Hinglish,train
"let me pay in installments, first one by friday",LIKELY_PAY,Hinglish,train
abhi can't say bro,VAGUE,Hinglish,train
Hmm ok???,VAGUE,Hinglish,train
Send me the details again please,NEEDS_REMINDER,English,train
Bujhe nii ami???,NEEDS_REMINDER,Bengali,train
Dekhe nii!!,VAGUE,Bengali,train
Boss samajh leta hun main,NEEDS_REMINDER,Hindi,train
Kuch kar raha hun,VAGUE,Hindi,train
"Well dui bhage dite pari, prothom ta ei weekend",LIKELY_PAY,Bengali,train
FORECLOSURE AMOUNT AMOUNT IS INCORRECT 😡!!,DISPUTE,Hinglish,train
Arey Arey oUTSTANDING KAHAN CHECK KARUN 🤷,NEEDS_REMINDER,Hinglish,train
bhai time e diye debo na?,LIKELY_PAY,Bengali,train
Ho sakta hai 😭!!,VAGUE,Hindi,train
Get lost yaar,HIGH_RISK,Hinglish,train
Dekhte hain kuch hota hai asap,VAGUE,Hindi,train
I will do NEFT kal mein,LIKELY_PAY,Hinglish,train
Bhai pore bolbo ami,NEEDS_REMINDER,Bengali,train
Boss abhi prOcess MeIN hai pAYmeNT!!,LIKELY_PAY,Hindi,train
Ki korbo bujhte parchi na,VAGUE,Bengali,train
Acha i'll look into it dekhta hun 😢,VAGUE,Hinglish,train
"Main bhool gaya tha, abhi karta hun",LIKELY_PAY,Hindi,train
Your company harasses innocent people,HIGH_RISK,English,train
"Boss Boss consider it done, paying by end of month ok?",LIKELY_PAY,English,train
Bhai i'll consider it 🤷,VAGUE,English,train
Well aUTO-DEBIT ON CHHILO NA?!!,NEEDS_REMINDER,Bengali,train
Suno onNO pRioritIes aChe asap,VAGUE,Bengali,train
Company bondho koriye debo tomar thanks,HIGH_RISK,Bengali,train
Payment fix hai Ravivaar ko!!,LIKELY_PAY,Hindi,train
Dude really can't say bro,VAGUE,Hinglish,train
Ok so let me check my situation,VAGUE,English,train
Ok so so dekhunga main,VAGUE,Hindi,train
Mera account audit karo,DISPUTE,Hindi,train
Salary aate hi turant karunga,LIKELY_PAY,Hindi,train
Basically lATE FEE KITNI LAGEGI?,NEEDS_REMINDER,Hindi,train
"I'm never going to pay, deal with it",HIGH_RISK,English,train
Ok so media mein jaunga with proof,HIGH_RISK,Hinglish,train
Foreclosure amount galat hai,DISPUTE,Hindi,train
I will pay by Saturday,LIKELY_PAY,English,train
Haan bhai mera plan hai thursday ko clear karna yaar,LIKELY_PAY,Hinglish,train
I'll go to the media about this thanks???,HIGH_RISK,English,train
Late pay karne pe kitni penalty?,NEEDS_REMINDER,Hinglish,train
Yaar consumer court jaaunga against you asap,HIGH_RISK,Hinglish,train
"Sue me if you want, I don't care",HIGH_RISK,Hinglish,train
"Samajh gaya, kuch karunga thanks???",NEEDS_REMINDER,Hindi,train
Suno i i don't know,VAGUE,English,train
Listen leave me alone ya legal action lunga,HIGH_RISK,Hinglish,train
Maybe!!,VAGUE,English,train
RBI te complaint kore diyechi thanks,HIGH_RISK,Bengali,train
"Honestly statement chahiye detailed, tab tak kuch nahi dunga",DISPUTE,Hindi,train
Acha blocking this number right now boss,HIGH_RISK,Hinglish,train
Well i'LL HANDLE IT SOON,NEEDS_REMINDER,English,train
Honestly can I get a statement,NEEDS_REMINDER,English,train
Ami ei terms e agree korini na?!!,DISPUTE,Bengali,train
Agle hafte yaad dilana fir se,NEEDS_REMINDER,Hindi,train
Can't commit right now,VAGUE,English,train
Actually amar account audit koro,DISPUTE,Bengali,train
"Haan mujhe pata hai, agle hafte kar dunga sir",LIKELY_PAY,Hindi,train
Check karke batata hun,NEEDS_REMINDER,Hindi,train
"ekdin ekdin aro please, pakka debo",LIKELY_PAY,Bengali,train
I want written proof of the amount owed,DISPUTE,English,train
Exact due amount bolo,NEEDS_REMINDER,Bengali,train
Due date kab thi yaar,NEEDS_REMINDER,Hindi,train
Acha Acha late pay karne pe kitni penalty?,NEEDS_REMINDER,Hinglish,train
I'll destroy your reputation,HIGH_RISK,English,train
Finances check karke bataunga,NEEDS_REMINDER,Hinglish,train
Age bank balance check korte hobe,NEEDS_REMINDER,Bengali,train
"Honestly bonus peyechi, ekhon e dei sir",LIKELY_PAY,Bengali,train
WILL CLEAR THE THE PENDING AMOUNT BEFORE THURSDAY,LIKELY_PAY,English,train
Bank se verify karna padega mujhe,DISPUTE,Hindi,train
it's comPlicatEd hai na?,VAGUE,Hinglish,train
Ye add up nahi ho raha ...,DISPUTE,Hindi,train
Well theek hai ok plz,VAGUE,Hinglish,train
My payment was deducted but you're showing pending,DISPUTE,English,train
Eto simple na,VAGUE,Bengali,train
How many days days overdue is it?,NEEDS_REMINDER,English,train
Boss harassment er jonno report korbo tomake asap,HIGH_RISK,Bengali,train
Acha pore janabo,VAGUE,Bengali,train
Madam batana mushkil hai sir,VAGUE,Hindi,train
Arey remind me later plz 👍,NEEDS_REMINDER,Hinglish,train
"Don't Don't worry yaar, karke dunga",LIKELY_PAY,Hinglish,train
Ye loan pichle saal band kiya tha,DISPUTE,Hindi,train
"Honestly ami neft diye pay korechi, abar check koro 🙏🙏",DISPUTE,Bengali,train
Sochunga asap!!,VAGUE,Hindi,train
amount meiN mismatch haI asap,DISPUTE,Hinglish,train
Haan mAYBE!!,VAGUE,English,train
