text,label,language,detected_language
"Haan haan karunga, 3 din mein tak pakka",LIKELY_PAY,Hinglish,id
Meri side se confirmed hai payment,LIKELY_PAY,Hinglish,it
"Main kabhi avoid nahi karta, will pay",LIKELY_PAY,Hinglish,sw
"Salary credited nahi hui, but jaise hi aaye payment done",LIKELY_PAY,Hinglish,id
"Don't worry yaar, karke dunga",LIKELY_PAY,Hinglish,id
Today raat tak ho jayega guarantee,LIKELY_PAY,Hinglish,so
EMI ka paisa alag set hai,LIKELY_PAY,Hinglish,tl
"Account details do, abhi karta hun",LIKELY_PAY,Hinglish,id
"Boss ne salary hold ki thi, ab aayi, de dunga",LIKELY_PAY,Hinglish,id
Bhai mera plan hai Thursday ko clear karna,LIKELY_PAY,Hinglish,id
Koshish karunga within 5 days,LIKELY_PAY,Hinglish,so
"Meri taraf se pakka, no tension",LIKELY_PAY,Hinglish,id
Abhi tight hai but ek hafte mein tak karunga,LIKELY_PAY,Hinglish,id
"Let me do partial now, rest later",LIKELY_PAY,Hinglish,fr
"Payment guaranteed, just 5 more days",LIKELY_PAY,Hinglish,fr
Haan bHAi mEra plan hAi wedNesday kO cLear Karna,LIKELY_PAY,Hinglish,id
Koshish Koshish karunga within 2 days,LIKELY_PAY,Hinglish,sq
"Ok Bhai, i'lL pay BY Friday",LIKELY_PAY,Hinglish,tl
"account details details do, abhi karta hun",LIKELY_PAY,Hinglish,ca
"HAAN HAAN KARUNGA, AGLE HAFTE TAK PAKKA 🙂",LIKELY_PAY,Hinglish,vi
full AmOunT de DuNgA thIs Weekend 🙏🙏,LIKELY_PAY,Hinglish,af
Haan trnsfr initiate initiate kar diya hai already,LIKELY_PAY,Hinglish,id
"let me check check balance, shukravaar tak mein done!!",LIKELY_PAY,Hinglish,nl
"Honestly bro let me arrange, 2 din mein tak done",LIKELY_PAY,Hinglish,nl
Koshish karunga within 3 days plz,LIKELY_PAY,Hinglish,sq
Haan bhai mera plan hai thursday ko clear karna yaar,LIKELY_PAY,Hinglish,id
"bRo lET lET me aRrange, aGle hAFTe tak done 💰",LIKELY_PAY,Hinglish,af
Dekho eMI ka paisa alag set hai,LIKELY_PAY,Hinglish,tl
Madam eMI ka paisa alag set hai,LIKELY_PAY,Hinglish,id
"Ek aur chance do, 2 din mein guaranteed!!",LIKELY_PAY,Hinglish,nl
koshish karunga karunga within 2 days plz,LIKELY_PAY,Hinglish,id
"haan haan karunga, is weekend tak pakka???",LIKELY_PAY,Hinglish,id
"Bhai Bhai paisa arrange ho gaya, aaj transfer",LIKELY_PAY,Hinglish,id
"Arey Arey account details do, abhi karta hun thx",LIKELY_PAY,Hinglish,ca
"Well uPI ID share karo, abhi bhejta hun!!",LIKELY_PAY,Hinglish,so
Full amount de dunga in 2 days,LIKELY_PAY,Hinglish,de
bhai mera plan hai monday ko clear karna,LIKELY_PAY,Hinglish,id
"Madam haan haan karunga, agle hafte tak pakka",LIKELY_PAY,Hinglish,id
"Boss bro let me arrange, 3 din mein tak done",LIKELY_PAY,Hinglish,nl
"Arey bhai salary nahi aayi abhi, is weekend mein pakka kar dunga 💰",LIKELY_PAY,Hinglish,id
"Listen bhai salry nahi aayi abhi, Shukravaar tak mein pakka kar dunga",LIKELY_PAY,Hinglish,id
"Let me check balance, is weekend mein done 👍???",LIKELY_PAY,Hinglish,nl
aaJ aaJ eveninG Ko pAYmeNT kar DEta huN plz,LIKELY_PAY,Hinglish,nl
Yaar eMI ka paisa alag set hai,LIKELY_PAY,Hinglish,id
Abhi tight hai but 2 din mein tak karunga!!,LIKELY_PAY,Hinglish,id
"Let me do do partial now, rest later.???",LIKELY_PAY,Hinglish,fr
Boss i will do NEFT Shukravaar tak mein,LIKELY_PAY,Hinglish,af
"Let me check balance, is weekend mein done asap",LIKELY_PAY,Hinglish,nl
"Don't Don't worry yaar, karke dunga",LIKELY_PAY,Hinglish,id
"i'm not running away, will pay in 3 days 💰!!",LIKELY_PAY,Hinglish,tl
"Don't worry worry yaar, karke dunga",LIKELY_PAY,Hinglish,af
Ok so meri side se confirmed hai payment,LIKELY_PAY,Hinglish,it
Basically eMI ka paisa alag set hai,LIKELY_PAY,Hinglish,tl
Half now baaki in 2 days boss,LIKELY_PAY,Hinglish,so
"payment guaranteed, just 7 more days thx!!",LIKELY_PAY,Hinglish,fr
"bhai salary nahi nahi aayi abhi, ek hafte mein mein pakka kar dunga",LIKELY_PAY,Hinglish,id
"Madam let Me cheCk bAlancE, 2 dIn MeiN mein DonE",LIKELY_PAY,Hinglish,de
"Bhai mera mera bonus aaya hai, paying today 🙏🙏",LIKELY_PAY,Hinglish,id
"Ek aur chance chance do, is weekend guaranteed",LIKELY_PAY,Hinglish,nl
I will do NEFT 2 din mein mein,LIKELY_PAY,Hinglish,de
"Meri taraf taraf se pakka, no tension",LIKELY_PAY,Hinglish,id
"Sir bro let me arrange, is weekend tak done",LIKELY_PAY,Hinglish,nl
Look i will do NEFT is weekend mein!!,LIKELY_PAY,Hinglish,af
"ek aur cHance Do, ek Hafte mein gUARAnteed asap",LIKELY_PAY,Hinglish,nl
Koshish Koshish karunga within 15 days asap,LIKELY_PAY,Hinglish,sq
Madam meri side se confirmed hai payment,LIKELY_PAY,Hinglish,pt
"Honestly meri taraf se pakka, no tension",LIKELY_PAY,Hinglish,id
"Ek aur chance do, kal guaranteed yaar",LIKELY_PAY,Hinglish,so
Dude aaj evening ko payment kar deta hun ...,LIKELY_PAY,Hinglish,nl
I will do NEFT agle hafte mein,LIKELY_PAY,Hinglish,cy
"meri taraf se pakka, no tension plz???",LIKELY_PAY,Hinglish,id
Honestly bhai mera plan hai Sunday ko clear karna,LIKELY_PAY,Hinglish,id
"Ok so so uPI ID share karo, abhi bhejta hun",LIKELY_PAY,Hinglish,so
Suno payment ho jayega by Monday,LIKELY_PAY,Hinglish,tl
"Arey paisa arrange ho gaya, aaj transfer !!",LIKELY_PAY,Hinglish,tl
Ok so aaj evening ko paymnt kar deta hun,LIKELY_PAY,Hinglish,sv
"Haan haan karunga, karunga, ek hafte mein tak pakka",LIKELY_PAY,Hinglish,id
"Arey ek aur chance do, 3 din mein guaranteed 💰",LIKELY_PAY,Hinglish,nl
"See ek aur chance do, kal guaranteed 🙏🙏",LIKELY_PAY,Hinglish,nl
"Bhai salary nahi nahi aayi abhi, 2 din mein mein pakka kar dunga yaar",LIKELY_PAY,Hinglish,id
"Look i promise bhai, Shukravaar tak tak.",LIKELY_PAY,Hinglish,et
"I changed my number, didn't get reminders",NEEDS_REMINDER,English,da
Ok I'll look into it this weekend,NEEDS_REMINDER,English,af
Can I get a statement?,NEEDS_REMINDER,English,nl
"Honestly I just forgot, sorry",NEEDS_REMINDER,English,no
Look ok Let me figure tHis oUt,NEEDS_REMINDER,English,nl
Madam can I get a statement 💰,NEEDS_REMINDER,English,ca
"Look ok noted, let me cheCk",NEEDS_REMINDER,English,nl
Can you Email me THe detaiLs yaar!!,NEEDS_REMINDER,English,id
Madam i'LL HANDLE IT SOON,NEEDS_REMINDER,English,so
Suno hOW MANY DAYS OVERDUE IS IT?,NEEDS_REMINDER,English,pt
Can Can I get a statement?,NEEDS_REMINDER,English,nl
WHICH LOAN ARE WE TALKING ABOUT 🙏🙏!!,NEEDS_REMINDER,English,so
"Madam i changed changed my number, didn't get reminders 🙂",NEEDS_REMINDER,English,nl
Well i'LL HANDLE IT SOON,NEEDS_REMINDER,English,no
Listen iS THERE THERE A GRACE PERIOD????,NEEDS_REMINDER,English,de
"Dude i changed changed my number, didn't get reminders",NEEDS_REMINDER,English,nl
"HONESTLY I JUST FORGOT, SORRY bro!!",NEEDS_REMINDER,English,pt
Oh bhool gaya tha,NEEDS_REMINDER,Hindi,so
Due date kab thi?,NEEDS_REMINDER,Hindi,id
Notification nahi aaya mujhe,NEEDS_REMINDER,Hindi,sw
Baad mein yaad dilana please,NEEDS_REMINDER,Hindi,so
Abhi due ho gaya? Mujhe laga next month hai,NEEDS_REMINDER,Hindi,so
Kitna hai exactly?,NEEDS_REMINDER,Hindi,en
Check karke batata hun,NEEDS_REMINDER,Hindi,id
Payment ka account number kya hai?,NEEDS_REMINDER,Hindi,en
"Busy tha, dekh lunga",NEEDS_REMINDER,Hindi,id
Pehle bank balance check karna padega,NEEDS_REMINDER,Hindi,id
Details fir se bhejo,NEEDS_REMINDER,Hindi,no
Kal call kar lena is baare mein,NEEDS_REMINDER,Hindi,so
Mujhe pata nahi tha overdue hai,NEEDS_REMINDER,Hindi,en
Main baad mein batata hun,NEEDS_REMINDER,Hindi,id
Kitne din overdue hai?,NEEDS_REMINDER,Hindi,no
Notification miss ho gayi lagta hai,NEEDS_REMINDER,Hindi,en
SMS aaya tha kya? Nahi dekha,NEEDS_REMINDER,Hindi,so
"Ok noted, check karta hun",NEEDS_REMINDER,Hindi,sv
Jaldi handle karunga,NEEDS_REMINDER,Hindi,id
Ye kaun si EMI hai?,NEEDS_REMINDER,Hindi,fi
Agle hafte yaad dilana fir se,NEEDS_REMINDER,Hindi,so
Dates ka track nahi raha,NEEDS_REMINDER,Hindi,id
"Number change kiya tha, reminder nahi aaya",NEEDS_REMINDER,Hindi,id
Kahan pay karna hai? Link bhejo,NEEDS_REMINDER,Hindi,id
Auto-debit on tha na?,NEEDS_REMINDER,Hindi,en
Weekend mein dekhta hun,NEEDS_REMINDER,Hindi,nl
"Batane ke liye shukriya, check karunga",NEEDS_REMINDER,Hindi,sw
"Mera CA dekhta hai ye sab, usse puchta hun",NEEDS_REMINDER,Hindi,id
Bill dobara bhej do,NEEDS_REMINDER,Hindi,so
Amount verify karna padega,NEEDS_REMINDER,Hindi,sv
Do din do sort karne ke liye,NEEDS_REMINDER,Hindi,tr
"Travel pe tha, abhi aaya hun",NEEDS_REMINDER,Hindi,id
Pichli calls miss ho gayi sorry,NEEDS_REMINDER,Hindi,en
Auto-pay kaise set karna hai?,NEEDS_REMINDER,Hindi,tl
Samajh leta hun main,NEEDS_REMINDER,Hindi,id
"Bank change kiya recently, update karna hai",NEEDS_REMINDER,Hindi,en
Kaun sa loan hai?,NEEDS_REMINDER,Hindi,id
Statement mil sakta hai?,NEEDS_REMINDER,Hindi,id
Pehle wife se baat karna padega,NEEDS_REMINDER,Hindi,id
Finances check karke batata hun,NEEDS_REMINDER,Hindi,id
"Sach mein bhool gaya tha, sorry",NEEDS_REMINDER,Hindi,en
Email pe details bhej do,NEEDS_REMINDER,Hindi,fr
Late fee kitni lagegi?,NEEDS_REMINDER,Hindi,et
Grace period milta hai kya?,NEEDS_REMINDER,Hindi,id
"Karunga, baar baar call mat karo",NEEDS_REMINDER,Hindi,id
"Kaam mein busy hun, jaldi karunga",NEEDS_REMINDER,Hindi,id
Outstanding kahan check karun?,NEEDS_REMINDER,Hindi,id
"Samajh gaya, kuch karunga",NEEDS_REMINDER,Hindi,id
Exact due amount batao,NEEDS_REMINDER,Hindi,ca
Pata hi nahi chala late ho gaya,NEEDS_REMINDER,Hindi,sw
Actually kitna hai exactly?,NEEDS_REMINDER,Hindi,en
Well kITNE DIN OVERDUE HAI,NEEDS_REMINDER,Hindi,de
Actually email pe details bhej do,NEEDS_REMINDER,Hindi,ca
Kitne din overdue overdue hai?,NEEDS_REMINDER,Hindi,no
Madam exact due amount batao 🤷,NEEDS_REMINDER,Hindi,ca
"Samajh gaya, kuch karunga thanks???",NEEDS_REMINDER,Hindi,id
Bhai auto-pay auto-pay kaise set karna hai,NEEDS_REMINDER,Hindi,tl
Yaar ye kaun si EMI hai?,NEEDS_REMINDER,Hindi,fi
Boss pichli calls miss ho gayi sorry 🙏🙏,NEEDS_REMINDER,Hindi,en
"Basically bank change kiya recently, update karna hai",NEEDS_REMINDER,Hindi,en
"OK NOTED, CHECK CHECK KARTA HUN ...",NEEDS_REMINDER,Hindi,en
"tRAveL tRAveL pe thA, aBHi aayA hUn yaar",NEEDS_REMINDER,Hindi,en
Listen mujhe pata nahi tha overdue hai,NEEDS_REMINDER,Hindi,en
Hey finances check karke batata hun 👍,NEEDS_REMINDER,Hindi,id
"Listen travel pe tha, abhi aaya hun 👍",NEEDS_REMINDER,Hindi,id
"Suno bank change kiya recently, update karna hai plz",NEEDS_REMINDER,Hindi,tl
"kaam mein mein busy hun, jaldi karunga???",NEEDS_REMINDER,Hindi,id
Bhai ye kaun si EMI hai?,NEEDS_REMINDER,Hindi,fi
Pichli calls miss ho gayi sorry thx!!,NEEDS_REMINDER,Hindi,en
Email pe details bhej do plz!!,NEEDS_REMINDER,Hindi,pt
Honestly pEHLE WIFE SE BAAT KARNA PADEGA asap,NEEDS_REMINDER,Hindi,en
Sir kitne din overdue hai boss,NEEDS_REMINDER,Hindi,no
Suno statement mil sakta hai?,NEEDS_REMINDER,Hindi,id
Boss email pe details bhej do,NEEDS_REMINDER,Hindi,fr
Hey oh oh bhool gaya tha,NEEDS_REMINDER,Hindi,so
"Suno ok noted, check karta hun",NEEDS_REMINDER,Hindi,sk
Listen bill dobara bhej do,NEEDS_REMINDER,Hindi,sv
SMS aaya aaya tha kya? Nahi dekha,NEEDS_REMINDER,Hindi,so
Dekho pata pata hi nahi chala late ho gaya 😭,NEEDS_REMINDER,Hindi,sw
Yaar grace period milta hai kya?,NEEDS_REMINDER,Hindi,id
Kal call kar kar lena is baare mein thanks,NEEDS_REMINDER,Hindi,so
Honestly jALDI HANDLE KARUNGA,NEEDS_REMINDER,Hindi,en
Agle Agle hafte yaad dilana fir se!!,NEEDS_REMINDER,Hindi,so
"Dekho Dekho busy tha, dekh lunga!!",NEEDS_REMINDER,Hindi,so
Bhai bill dobara bhej do bro,NEEDS_REMINDER,Hindi,pt
"Sach mein bhool bhool gaya tha, sorry",NEEDS_REMINDER,Hindi,en
Email pe details bhej do asap,NEEDS_REMINDER,Hindi,pt
late fee kitni kitni lagegi?,NEEDS_REMINDER,Hindi,et
Basically lATE FEE KITNI LAGEGI?,NEEDS_REMINDER,Hindi,en
Finances Finances check karke batata hun 😢,NEEDS_REMINDER,Hindi,en
Ok so statement mil sakta hai thanks,NEEDS_REMINDER,Hindi,id
Listen gRACE PERIOD MILTA HAI KYA?,NEEDS_REMINDER,Hindi,de
Haan pata hi nahi chala late ho gaya boss!!,NEEDS_REMINDER,Hindi,tl
Weekend mein dekhta hun thx!!,NEEDS_REMINDER,Hindi,af
Payment ka account number kya hai boss,NEEDS_REMINDER,Hindi,en
Details fir se bhejo asap,NEEDS_REMINDER,Hindi,lt
Finances check check karke batata hun,NEEDS_REMINDER,Hindi,en
Look finances check karke batata hun ok?,NEEDS_REMINDER,Hindi,id
"Samajh gaya, gaya, kuch karunga",NEEDS_REMINDER,Hindi,so
"Travel pe tha, abhi aaya hun ok????",NEEDS_REMINDER,Hindi,id
See cHECK KARKE BATATA HUN 💰!!,NEEDS_REMINDER,Hindi,en
Samajh leta hun hun main,NEEDS_REMINDER,Hindi,id
Hey due date kab thi asap,NEEDS_REMINDER,Hindi,id
"Karunga, baar baar baar call mat karo thanks!!",NEEDS_REMINDER,Hindi,so
Kaun sa loan hai bro,NEEDS_REMINDER,Hindi,id
Arey pehle bank balance check karna padega 😢,NEEDS_REMINDER,Hindi,id
Well ye kaun si EMI hai?,NEEDS_REMINDER,Hindi,fi
Boss due date kab thi?,NEEDS_REMINDER,Hindi,id
Dekho outstanding kahan check karun?,NEEDS_REMINDER,Hindi,id
Grace period milta hai kya ok?!!,NEEDS_REMINDER,Hindi,id
Ok so kAHAN PAY KARNA HAI? LINK BHEJO,NEEDS_REMINDER,Hindi,tl
Arey jaldi handle karunga,NEEDS_REMINDER,Hindi,id
Kitne din din overdue hai?,NEEDS_REMINDER,Hindi,af
Bhai statement mil sakta hai?,NEEDS_REMINDER,Hindi,id
Auto-pay kaise set karna hai ...,NEEDS_REMINDER,Hindi,tl
JALDI HANDLE KARUNGA thx,NEEDS_REMINDER,Hindi,en
Bhai main baad mein batata hun 🙏🙏,NEEDS_REMINDER,Hindi,id
Madam piCHli CAlls misS ho gayi soRRY,NEEDS_REMINDER,Hindi,so
"Boss bank change kiya recently, update karna hai !!",NEEDS_REMINDER,Hindi,en
Basically notification miss ho gayi lagta hai!!,NEEDS_REMINDER,Hindi,en
Oh bhool gaya tha ok?!!,NEEDS_REMINDER,Hindi,so
PEHLE PEHLE WIFE SE BAAT KARNA PADEGA!!,NEEDS_REMINDER,Hindi,en
Bill dobara bhej do na?,NEEDS_REMINDER,Hindi,pt
"Ok so sAMAJH GAYA, KUCH KARUNGA???",NEEDS_REMINDER,Hindi,sl
"Sir sach mein bhool gaya tha, sorry 🤷",NEEDS_REMINDER,Hindi,en
Weekend mein mein dekhta hun,NEEDS_REMINDER,Hindi,de
Look check karke batata hun ok?,NEEDS_REMINDER,Hindi,id
Dude baad mein yaad dilana please,NEEDS_REMINDER,Hindi,so
Arey duE datE kaB thi 🤷,NEEDS_REMINDER,Hindi,so
abHi abHi DUe ho gaya? mUJHe laga NexT MONth haI plz,NEEDS_REMINDER,Hindi,so
Arey oh bhool gaya tha,NEEDS_REMINDER,Hindi,so
Bhai samajh leta hun main,NEEDS_REMINDER,Hindi,id
Boss mAIN BAAD MEIN BATATA HUN,NEEDS_REMINDER,Hindi,en
Suno ye kauN si Emi hai?!!,NEEDS_REMINDER,Hindi,fi
Details fir se bhejo ...,NEEDS_REMINDER,Hindi,no
Boss samajh leta hun main,NEEDS_REMINDER,Hindi,id
"Busy tha, dekh lunga plz",NEEDS_REMINDER,Hindi,tl
Due date kab thi yaar,NEEDS_REMINDER,Hindi,so
SMS SMS aaya tha kya? Nahi dekha!!,NEEDS_REMINDER,Hindi,so
"Boss travel pe tha, abhi aaya hun",NEEDS_REMINDER,Hindi,en
Ok so abhi due ho gaya? mujhe laga next month hai 💰!!,NEEDS_REMINDER,Hindi,so
Acha auto-debit on tha na?!!,NEEDS_REMINDER,Hindi,en
Hey sAMAjH letA hun Main,NEEDS_REMINDER,Hindi,fr
Kaun sa loan hai 🙂,NEEDS_REMINDER,Hindi,fi
Arey notification nahi aaya mujhe,NEEDS_REMINDER,Hindi,so
Dates ka track track nahi raha!!,NEEDS_REMINDER,Hindi,id
Oh bhule gechilam,NEEDS_REMINDER,Bengali,de
Due date kokhon chhilo?,NEEDS_REMINDER,Bengali,nl
Pore mone koriye dio please,NEEDS_REMINDER,Bengali,hr
Check kore janabo,NEEDS_REMINDER,Bengali,hr
"Busy chhilam, dekhbo",NEEDS_REMINDER,Bengali,id
Age bank balance check korte hobe,NEEDS_REMINDER,Bengali,nl
Details ta abar pathao,NEEDS_REMINDER,Bengali,id
Ami jantam na overdue hoyeche,NEEDS_REMINDER,Bengali,nl
Pore bolbo ami,NEEDS_REMINDER,Bengali,sk
SMS eshechhilo ki? Dekhini to,NEEDS_REMINDER,Bengali,sw
Taratari handle korbo,NEEDS_REMINDER,Bengali,id
Eta kon EMI?,NEEDS_REMINDER,Bengali,fi
Agle shoptahe mone koriyo,NEEDS_REMINDER,Bengali,sq
"Number change korechi, reminder asheni",NEEDS_REMINDER,Bengali,de
Kothai pay korte hobe? Link dao,NEEDS_REMINDER,Bengali,id
Auto-debit on chhilo na?,NEEDS_REMINDER,Bengali,it
Weekend e dekhchi,NEEDS_REMINDER,Bengali,nl
"Janano r jonno dhonnobad, check korbo",NEEDS_REMINDER,Bengali,sl
"Amar CA dekhe ei shob, take jigges kori",NEEDS_REMINDER,Bengali,no
Bill ta abar pathao,NEEDS_REMINDER,Bengali,tl
Amount verify korte hobe,NEEDS_REMINDER,Bengali,no
Dui din dao sort korar jonno,NEEDS_REMINDER,Bengali,af
Auto-pay kibhabe set korte hoy?,NEEDS_REMINDER,Bengali,tl
Bujhe nii ami,NEEDS_REMINDER,Bengali,sw
Statement pawa jabe?,NEEDS_REMINDER,Bengali,id
Finance check kore janabo,NEEDS_REMINDER,Bengali,sk
Email e details pathao,NEEDS_REMINDER,Bengali,fr
Late fee koto lagbe?,NEEDS_REMINDER,Bengali,af
"Korbo, bar bar call koro na",NEEDS_REMINDER,Bengali,so
"Kaje busy, jholdi korbo",NEEDS_REMINDER,Bengali,cs
Outstanding kothay check korbo?,NEEDS_REMINDER,Bengali,tl
"Bujhechi, kichu ekta korbo",NEEDS_REMINDER,Bengali,sk
Exact due amount bolo,NEEDS_REMINDER,Bengali,ca
Bujhtei parlam na je late hoye geche,NEEDS_REMINDER,Bengali,nl
Yaar Yaar outstandInG kOthay ChECk korbo,NEEDS_REMINDER,Bengali,so
Pore bolbo ami ami ...,NEEDS_REMINDER,Bengali,sk
See weekend e dekhchi???,NEEDS_REMINDER,Bengali,nl
Yaar exact due amount bolo,NEEDS_REMINDER,Bengali,ca
Eta kon EMI ok?,NEEDS_REMINDER,Bengali,fi
Bhai pore mone koriye dio please,NEEDS_REMINDER,Bengali,hr
Bhai weekend e dekhchi,NEEDS_REMINDER,Bengali,nl
Yaar Yaar dUI DIN DAO SORT KORAR JONNO 👍,NEEDS_REMINDER,Bengali,so
Bhai email e details pathao,NEEDS_REMINDER,Bengali,fr
Listen exact due amount bolo,NEEDS_REMINDER,Bengali,fr
Dui din dao sort korar jonno thanks,NEEDS_REMINDER,Bengali,af
Yaar Yaar koto taka exactly?,NEEDS_REMINDER,Bengali,so
Agle shoptahe mone mone koriyo,NEEDS_REMINDER,Bengali,sq
oh bhule gechilam???,NEEDS_REMINDER,Bengali,de
Dekho weekend e dekhchi 🙏,NEEDS_REMINDER,Bengali,nl
"Kaje busy, busy, jholdi korbo",NEEDS_REMINDER,Bengali,cs
"Korbo, bar bar call koro na thanks!!",NEEDS_REMINDER,Bengali,so
Suno details ta abar pathao,NEEDS_REMINDER,Bengali,ca
Suno late fee koto lagbe?,NEEDS_REMINDER,Bengali,it
Haan bill ta abar pathao,NEEDS_REMINDER,Bengali,tl
Haan agle shoptahe mone koriyo,NEEDS_REMINDER,Bengali,tl
Arey eta kon EMI?,NEEDS_REMINDER,Bengali,fi
Koto taka taka exactly?,NEEDS_REMINDER,Bengali,sw
Taratari handle korbo 😢!!,NEEDS_REMINDER,Bengali,id
Auto-debit on chhilo chhilo na?,NEEDS_REMINDER,Bengali,it
kaal call koro ei byapare ...!!,NEEDS_REMINDER,Bengali,no
bill bill ta abar pathao,NEEDS_REMINDER,Bengali,tl
Suno porE bOlbo ami,NEEDS_REMINDER,Bengali,pt
Statement pawa pawa jabe????,NEEDS_REMINDER,Bengali,id
Haan due date kokhon chhilo?,NEEDS_REMINDER,Bengali,nl
"Yaar kaje busy, jholdi korbo plz",NEEDS_REMINDER,Bengali,sl
Oh bhule gechilam plz,NEEDS_REMINDER,Bengali,nl
Auto-pay Auto-pay kibhabe set korte hoy?,NEEDS_REMINDER,Bengali,tl
Bujhe nii ami???,NEEDS_REMINDER,Bengali,sw
Email e details pathao plz!!,NEEDS_REMINDER,Bengali,fr
"Haan ok noted, check korchi",NEEDS_REMINDER,Bengali,nl
Bhai exact due amount bolo,NEEDS_REMINDER,Bengali,ca
oh bhule gechilam asap,NEEDS_REMINDER,Bengali,id
Sir check kore janabo,NEEDS_REMINDER,Bengali,sk
Ok so agle shoptahe mone koriyo,NEEDS_REMINDER,Bengali,tl
Madam oUTStanDInG KotHay ChEcK korBo?,NEEDS_REMINDER,Bengali,id
Arey taRatari handle koRbO,NEEDS_REMINDER,Bengali,tr
Check kore janabo???,NEEDS_REMINDER,Bengali,sk
Dekho koto taka exactly?,NEEDS_REMINDER,Bengali,so
Oh bhule gechilam gechilam,NEEDS_REMINDER,Bengali,de
"Yaar amar CA CA dekhe ei shob, take jigges kori asap",NEEDS_REMINDER,Bengali,no
Haan check kore janabo,NEEDS_REMINDER,Bengali,nl
Acha bill ta ta abar pathao,NEEDS_REMINDER,Bengali,tl
Dude Dude kon loan er kotha bolcho?!!,NEEDS_REMINDER,Bengali,nl
oh bhule gechilam bro,NEEDS_REMINDER,Bengali,cy
Bhai pore bolbo ami,NEEDS_REMINDER,Bengali,sk
Eta kon EMI EMI 🤷,NEEDS_REMINDER,Bengali,fi
Well due date kokhon chhilo?,NEEDS_REMINDER,Bengali,it
Hey email e details pathao,NEEDS_REMINDER,Bengali,fr
Haan weekend e dekhchi???,NEEDS_REMINDER,Bengali,nl
Bujhe nii ami thx,NEEDS_REMINDER,Bengali,sq
"Actually amar CA dekhe ei shob, take jigges kori",NEEDS_REMINDER,Bengali,no
Bhai dui din dao sort korar jonno,NEEDS_REMINDER,Bengali,fr
"Actually janano r jonno dhonnobad, check korbo",NEEDS_REMINDER,Bengali,sl
Auto-debit on chhilo na plz,NEEDS_REMINDER,Bengali,it
See taratari handle korbo,NEEDS_REMINDER,Bengali,et
Boss pORE BOLBO AMI,NEEDS_REMINDER,Bengali,pt
LATE LATE FEE KOTO LAGBE,NEEDS_REMINDER,Bengali,vi
Well auto-debit auto-debit on chhilo na?,NEEDS_REMINDER,Bengali,it
"Madam Madam amar CA dekhe ei shob, take jigges kori",NEEDS_REMINDER,Bengali,so
Listen kaal call koro ei byapare,NEEDS_REMINDER,Bengali,no
Suno bujhe nii ami 👍,NEEDS_REMINDER,Bengali,sw
detAils ta AbAr pathaO yaar,NEEDS_REMINDER,Bengali,id
Listen statement pawa jabe?!!,NEEDS_REMINDER,Bengali,nl
"Listen korbo, bar bar bar call koro na",NEEDS_REMINDER,Bengali,no
"Bujhechi, kichu ekta ekta korbo",NEEDS_REMINDER,Bengali,sk
Ok Ok so pore bolbo ami,NEEDS_REMINDER,Bengali,sk
BILL TA ABAR PATHAO yaar,NEEDS_REMINDER,Bengali,so
Due date date kokhon chhilo?!!,NEEDS_REMINDER,Bengali,nl
See aGe Bank BAlaNcE CHeCk KORTe hobe 💰???,NEEDS_REMINDER,Bengali,de
Suno dui dIn dao sORt koRar jonno!!,NEEDS_REMINDER,Bengali,hr
outstanding kothay kothay check korbo????,NEEDS_REMINDER,Bengali,tl
Exact Exact due amt bolo???,NEEDS_REMINDER,Bengali,ca
Due date kab thi again?,NEEDS_REMINDER,Hinglish,id
Bhai notification nahi aaya,NEEDS_REMINDER,Hinglish,tl
Handle karunga jaldi,NEEDS_REMINDER,Hinglish,et
Next week yaad dilana please,NEEDS_REMINDER,Hinglish,so
"Number change kiya, didn't get reminders",NEEDS_REMINDER,Hinglish,da
Weekend mein dekhunga,NEEDS_REMINDER,Hinglish,de
Bill dubara bhejo please,NEEDS_REMINDER,Hinglish,es
Amount verify karna hai mujhe,NEEDS_REMINDER,Hinglish,fi
Which loan ki baat ho rahi hai?,NEEDS_REMINDER,Hinglish,so
Statement milega kya?,NEEDS_REMINDER,Hinglish,id
Wife se puchna padega pehle,NEEDS_REMINDER,Hinglish,id
Finances check karke bataunga,NEEDS_REMINDER,Hinglish,id
Email karo details please,NEEDS_REMINDER,Hinglish,et
Late pay karne pe kitni penalty?,NEEDS_REMINDER,Hinglish,tl
Any grace period available?,NEEDS_REMINDER,Hinglish,fr
Exact amount bata do,NEEDS_REMINDER,Hinglish,ca
Realize hi nahi hua it was late,NEEDS_REMINDER,Hinglish,sw
Bill dubara bhejo please yaar,NEEDS_REMINDER,Hinglish,so
Ok so exact amount bata do,NEEDS_REMINDER,Hinglish,ca
Amount verify verify karna hai mujhe,NEEDS_REMINDER,Hinglish,no
Dekho email karo details please,NEEDS_REMINDER,Hinglish,et
Exact amount bata bata do,NEEDS_REMINDER,Hinglish,ca
Exact amount bata do plz,NEEDS_REMINDER,Hinglish,ca
Ok so next week yaad dilana please,NEEDS_REMINDER,Hinglish,af
Hey bhai notification nahi aaya.,NEEDS_REMINDER,Hinglish,tl
Sir late late pay karne pe kitni penalty?!!,NEEDS_REMINDER,Hinglish,id
remind me later plz,NEEDS_REMINDER,Hinglish,da
Boss late late pay karne pe kitni penalty?,NEEDS_REMINDER,Hinglish,no
